5977,,20261201,F,59775977,20260914,20261201,20261217,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261217,,2,20261217,,1500,20261201
5977,,20261201,F,59775977,20260914,20261201,20261218,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261218,,2,20261218,,1500,20261201
5977,,20261201,F,59775977,20260914,20261201,20261221,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261221,,2,20261221,,1500,20261201
5977,,20261201,F,59775977,20260914,20261201,20261222,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261222,,2,20261222,,1500,20261201
5977,,20261201,F,59775977,20260914,20261201,20261223,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261223,,2,20261223,,1500,20261201
5977,,20261201,F,59775977,20260914,20261201,20261224,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261224,,2,20261224,,1500,20261201
5977,,20261201,F,59775977,20260914,20261201,20261225,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261225,,2,20261225,,1500,20261201
5977,,20261201,F,59775977,20260914,20261201,20261216,KAS-M538200000,YATZZD1380R,79,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20261216,,2,20261216,,1500,20261201
5977,,20260901,F,59775977,20260914,20260901,20260914,KAS-M538200000,YATZZD1380R,944,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20260914,,2,20260914,,2000,20260901
5977,,20260901,F,59775977,20260914,20260901,20260915,KAS-M584071000,YATZZD1956W,5,PC,JPY,W999,1000,YATZZD1956W,S,O,N,,DRIVER2 BOARD ASSY.,0001,0,0,,,0,,,,,,,,,,,,,,20260915,,2,20260915,,102,20260901
5977,,20260901,F,59775977,20260914,20260901,20260915,KAS-M538200000,YATZZD1380R,96,PC,JPY,R999,1000,YATZZD1380R,S,O,N,,PLUG,AC POWER,0001,0,0,,,0,,,,,,,,,,,,,,20260915,,2,20260915,,2000,20260901
